20
2.18, 1.375
2.575, 1.32
2.675, 0.41
1.905, 0.6
2.22, 0.6 
0.778, 0.6
1.105, 0.63
0.325, 0.41
0.425, 1.31
0.822, 1.38
0.35, 1.7
2.65, 0.9
2.77, 0.35
1.25, 0.35
0.8, 0.35 
0.35, 0.9
0.23, 0.35
1.75, 0.35
2.2, 0.35 
2.65, 1.7 
1 2 11 3 13 4 5 14
1 2 11 3 11 4 6 13
